no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download	pre_b_1h_download	pre_a_2h_download	pre_b_2h_download
893	2011-09-23	14:54:00	2011-09-23	18:54:54	45	315	*	*	*	*	*	*	*	2011-09-23 14:54:00	2011-09-23 18:54:54	2011-09-23 13:54:00	2011-09-23 17:54:54	2011-09-23 12:54:00	2011-09-23 16:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110923/20110923_135400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110923/20110923_175400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110923/20110923_125400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110923/20110923_165400_d4c2B.fts
894	2011-09-23	22:54:00	2011-09-23	22:54:54	45	315	*	*	*	*	*	*	*	2011-09-23 22:54:00	2011-09-23 22:54:54	2011-09-23 21:54:00	2011-09-23 21:54:54	2011-09-23 20:54:00	2011-09-23 20:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110923/20110923_215400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110923/20110923_215400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110923/20110923_205400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110923/20110923_205400_d4c2B.fts
895	2011-09-24	01:54:00	2011-09-24	01:54:54	135	270	*	*	*	*	*	*	*	2011-09-24 01:54:00	2011-09-24 01:54:54	2011-09-24 00:54:00	2011-09-24 00:54:54	2011-09-23 23:54:00	2011-09-23 23:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_005400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110923/20110923_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110923/20110923_235400_d4c2B.fts
896	2011-09-24	10:54:00	2011-09-24	10:54:54	90	270	*	*	*	*	*	*	*	2011-09-24 10:54:00	2011-09-24 10:54:54	2011-09-24 09:54:00	2011-09-24 09:54:54	2011-09-24 08:54:00	2011-09-24 08:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_095400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_085400_d4c2B.fts
897	2011-09-24	13:54:00	2011-09-24	13:54:54	360	360	*	*	*	*	*	*	*	2011-09-24 13:54:00	2011-09-24 13:54:54	2011-09-24 12:54:00	2011-09-24 12:54:54	2011-09-24 11:54:00	2011-09-24 11:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_125400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_125400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_115400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_115400_d4c2B.fts
898	2011-09-24	19:54:00	2011-09-24	19:54:54	45/135	225/315	*	*	*	*	*	*	*	2011-09-24 19:54:00	2011-09-24 19:54:54	2011-09-24 18:54:00	2011-09-24 18:54:54	2011-09-24 17:54:00	2011-09-24 17:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_185400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_175400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110924/20110924_175400_d4c2B.fts
899	2011-09-25	01:54:00	2011-09-25	02:54:54	135	225	*	*	*	*	*	*	*	2011-09-25 01:54:00	2011-09-25 02:54:54	2011-09-25 00:54:00	2011-09-25 01:54:54	2011-09-24 23:54:00	2011-09-25 00:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110925/20110925_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110925/20110925_015400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110924/20110924_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110925/20110925_005400_d4c2B.fts
900	2011-09-25	05:54:00	2011-09-25	05:54:54	135	270	*	*	*	*	*	*	*	2011-09-25 05:54:00	2011-09-25 05:54:54	2011-09-25 04:54:00	2011-09-25 04:54:54	2011-09-25 03:54:00	2011-09-25 03:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110925/20110925_045400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110925/20110925_045400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110925/20110925_035400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110925/20110925_035400_d4c2B.fts
901	2011-09-25	08:54:00	2011-09-25	10:54:54	135/0	225/0	*	*	*	*	*	*	*	2011-09-25 08:54:00	2011-09-25 10:54:54	2011-09-25 07:54:00	2011-09-25 09:54:54	2011-09-25 06:54:00	2011-09-25 08:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110925/20110925_075400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110925/20110925_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110925/20110925_065400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110925/20110925_085400_d4c2B.fts
902	2011-09-26	05:54:00	2011-09-26	05:54:54	90	0	*	*	*	*	*	*	*	2011-09-26 05:54:00	2011-09-26 05:54:54	2011-09-26 04:54:00	2011-09-26 04:54:54	2011-09-26 03:54:00	2011-09-26 03:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110926/20110926_045400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110926/20110926_045400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110926/20110926_035400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110926/20110926_035400_d4c2B.fts
903	2011-09-27	01:54:00	2011-09-27	02:54:54	90	270	*	*	*	*	*	*	*	2011-09-27 01:54:00	2011-09-27 02:54:54	2011-09-27 00:54:00	2011-09-27 01:54:54	2011-09-26 23:54:00	2011-09-27 00:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110927/20110927_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110927/20110927_015400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110926/20110926_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110927/20110927_005400_d4c2B.fts
904	2011-09-27	04:54:00	2011-09-27	05:54:54	225/0	135/0	*	*	*	*	*	*	*	2011-09-27 04:54:00	2011-09-27 05:54:54	2011-09-27 03:54:00	2011-09-27 04:54:54	2011-09-27 02:54:00	2011-09-27 03:54:54	/gehme/data/stereo/secchi/L0/a/img/cor2/20110927/20110927_035400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110927/20110927_045400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110927/20110927_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110927/20110927_035400_d4c2B.fts
905	2011-09-28	17:54:00	2011-09-28	18:54:55	90	270	*	*	*	*	*	*	*	2011-09-28 17:54:00	2011-09-28 18:54:55	2011-09-28 16:54:00	2011-09-28 17:54:55	2011-09-28 15:54:00	2011-09-28 16:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20110928/20110928_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110928/20110928_175400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110928/20110928_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110928/20110928_165400_d4c2B.fts
906a	2011-09-29	19:54:00	2011-09-29	19:54:55	225/315	45/135	*	*	*	*	*	*	*	2011-09-29 19:54:00	2011-09-29 19:54:55	2011-09-29 18:54:00	2011-09-29 18:54:55	2011-09-29 17:54:00	2011-09-29 17:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20110929/20110929_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110929/20110929_185400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110929/20110929_175400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110929/20110929_175400_d4c2B.fts
906b	2011-09-29	19:54:00	2011-09-29	19:54:55	225/315	45/135	*	*	*	*	*	*	*	2011-09-29 19:54:00	2011-09-29 19:54:55	2011-09-29 18:54:00	2011-09-29 18:54:55	2011-09-29 17:54:00	2011-09-29 17:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20110929/20110929_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110929/20110929_185400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110929/20110929_175400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110929/20110929_175400_d4c2B.fts
907	2011-09-30	01:54:00	2011-09-30	01:54:55	315	45	*	*	*	*	*	*	*	2011-09-30 01:54:00	2011-09-30 01:54:55	2011-09-30 00:54:00	2011-09-30 00:54:55	2011-09-29 23:54:00	2011-09-29 23:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20110930/20110930_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110930/20110930_005400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110929/20110929_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110929/20110929_235400_d4c2B.fts
908	2011-09-30	20:54:00	2011-09-30	20:54:55	90	270	*	*	*	*	*	*	*	2011-09-30 20:54:00	2011-09-30 20:54:55	2011-09-30 19:54:00	2011-09-30 19:54:55	2011-09-30 18:54:00	2011-09-30 18:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20110930/20110930_195400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110930/20110930_195400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110930/20110930_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110930/20110930_185400_d4c2B.fts
909	2011-10-01	00:54:00	2011-10-01	01:54:55	315	45	*	*	*	*	*	*	*	2011-10-01 00:54:00	2011-10-01 01:54:55	2011-09-30 23:54:00	2011-10-01 00:54:55	2011-09-30 22:54:00	2011-09-30 23:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20110930/20110930_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111001/20111001_005400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110930/20110930_225400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110930/20110930_235400_d4c2B.fts
910	2011-10-01	10:54:00	2011-10-01	10:54:55	90	270	*	*	*	*	*	*	*	2011-10-01 10:54:00	2011-10-01 10:54:55	2011-10-01 09:54:00	2011-10-01 09:54:55	2011-10-01 08:54:00	2011-10-01 08:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20111001/20111001_095400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111001/20111001_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111001/20111001_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111001/20111001_085400_d4c2B.fts
911	2011-10-01	21:54:00	2011-10-01	21:54:55	360	360	*	*	*	*	*	*	*	2011-10-01 21:54:00	2011-10-01 21:54:55	2011-10-01 20:54:00	2011-10-01 20:54:55	2011-10-01 19:54:00	2011-10-01 19:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20111001/20111001_205400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111001/20111001_205400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111001/20111001_195400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111001/20111001_195400_d4c2B.fts
912	2011-10-02	01:54:00	2011-10-02	02:54:55	90	270	*	*	*	*	*	*	*	2011-10-02 01:54:00	2011-10-02 02:54:55	2011-10-02 00:54:00	2011-10-02 01:54:55	2011-10-01 23:54:00	2011-10-02 00:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20111002/20111002_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111002/20111002_015400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111001/20111001_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111002/20111002_005400_d4c2B.fts
913	2011-10-02	07:54:00	2011-10-02	07:54:55	45	315	*	*	*	*	*	*	*	2011-10-02 07:54:00	2011-10-02 07:54:55	2011-10-02 06:54:00	2011-10-02 06:54:55	2011-10-02 05:54:00	2011-10-02 05:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20111002/20111002_065400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111002/20111002_065400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111002/20111002_055400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111002/20111002_055400_d4c2B.fts
914	2011-10-03	02:54:00	2011-10-03	04:54:55	45	0	*	*	*	*	*	*	*	2011-10-03 02:54:00	2011-10-03 04:54:55	2011-10-03 01:54:00	2011-10-03 03:54:55	2011-10-03 00:54:00	2011-10-03 02:54:55	/gehme/data/stereo/secchi/L0/a/img/cor2/20111003/20111003_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111003/20111003_035400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111003/20111003_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111003/20111003_025400_d4c2B.fts
915	2011-10-03	21:54:00	2011-10-04	01:54:56	90	270	*	*	*	*	*	*	*	2011-10-03 21:54:00	2011-10-04 01:54:56	2011-10-03 20:54:00	2011-10-04 00:54:56	2011-10-03 19:54:00	2011-10-03 23:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111003/20111003_205400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111004/20111004_005400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111003/20111003_195400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111003/20111003_235400_d4c2B.fts
916	2011-10-04	16:53:59	2011-10-04	13:54:56	360	45	*	*	*	*	*	*	*	2011-10-04 16:53:59	2011-10-04 13:54:56	2011-10-04 15:53:59	2011-10-04 12:54:56	2011-10-04 14:53:59	2011-10-04 11:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111004/20111004_162400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111004/20111004_125400_d4c2B.fts	No img/double data	/gehme/data/stereo/secchi/L0/b/img/cor2/20111004/20111004_115400_d4c2B.fts
917	2011-10-04	20:54:00	2011-10-04	20:54:56	90	270	*	*	*	*	*	*	*	2011-10-04 20:54:00	2011-10-04 20:54:56	2011-10-04 19:54:00	2011-10-04 19:54:56	2011-10-04 18:54:00	2011-10-04 18:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111004/20111004_195400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111004/20111004_195400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111004/20111004_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111004/20111004_185400_d4c2B.fts
918	2011-10-05	03:54:00	2011-10-05	04:54:56	45	315	*	*	*	*	*	*	*	2011-10-05 03:54:00	2011-10-05 04:54:56	2011-10-05 02:54:00	2011-10-05 03:54:56	2011-10-05 01:54:00	2011-10-05 02:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111005/20111005_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111005/20111005_035400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111005/20111005_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111005/20111005_025400_d4c2B.fts
919	2011-10-05	13:54:00	2011-10-05	16:54:56	135	225	*	*	*	*	*	*	*	2011-10-05 13:54:00	2011-10-05 16:54:56	2011-10-05 12:54:00	2011-10-05 15:54:56	2011-10-05 11:54:00	2011-10-05 14:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111005/20111005_125400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111005/20111005_155400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111005/20111005_115400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111005/20111005_145400_d4c2B.fts
920	2011-10-07	17:54:00	2011-10-07	19:54:56	45	315	*	*	*	*	*	*	*	2011-10-07 17:54:00	2011-10-07 19:54:56	2011-10-07 16:54:00	2011-10-07 18:54:56	2011-10-07 15:54:00	2011-10-07 17:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111007/20111007_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111007/20111007_185400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111007/20111007_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111007/20111007_175400_d4c2B.fts
921	2011-10-08	23:54:00	2011-10-09	01:54:56	180	180	*	*	*	*	*	*	*	2011-10-08 23:54:00	2011-10-09 01:54:56	2011-10-08 22:54:00	2011-10-09 00:54:56	2011-10-08 21:54:00	2011-10-08 23:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111008/20111008_225400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111009/20111009_005400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111008/20111008_215400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111008/20111008_235400_d4c2B.fts
922	2011-10-09	12:54:00	2011-10-09	13:54:56	270	90	*	*	*	*	*	*	*	2011-10-09 12:54:00	2011-10-09 13:54:56	2011-10-09 11:54:00	2011-10-09 12:54:56	2011-10-09 10:54:00	2011-10-09 11:54:56	/gehme/data/stereo/secchi/L0/a/img/cor2/20111009/20111009_115400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111009/20111009_125400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111009/20111009_105400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111009/20111009_115400_d4c2B.fts
923	2011-10-10	04:54:00	2011-10-10	04:54:57	270	90	*	*	*	*	*	*	*	2011-10-10 04:54:00	2011-10-10 04:54:57	2011-10-10 03:54:00	2011-10-10 03:54:57	2011-10-10 02:54:00	2011-10-10 02:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111010/20111010_035400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111010/20111010_035400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111010/20111010_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111010/20111010_025400_d4c2B.fts
924	2011-10-10	10:54:00	2011-10-10	11:54:57	0	0	*	*	*	*	*	*	*	2011-10-10 10:54:00	2011-10-10 11:54:57	2011-10-10 09:54:00	2011-10-10 10:54:57	2011-10-10 08:54:00	2011-10-10 09:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111010/20111010_095400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111010/20111010_105400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111010/20111010_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111010/20111010_095400_d4c2B.fts
925	2011-10-13	02:54:00	2011-10-13	02:54:57	270/45	315/90	*	*	*	*	*	*	*	2011-10-13 02:54:00	2011-10-13 02:54:57	2011-10-13 01:54:00	2011-10-13 01:54:57	2011-10-13 00:54:00	2011-10-13 00:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111013/20111013_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111013/20111013_015400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111013/20111013_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111013/20111013_005400_d4c2B.fts
926	2011-10-13	17:54:00	2011-10-13	*	270	*	*	*	*	*	*	*	*	2011-10-13 17:54:00		2011-10-13 16:54:00	NaT	2011-10-13 15:54:00	NaT	/gehme/data/stereo/secchi/L0/a/img/cor2/20111013/20111013_165400_d4c2A.fts	*	/gehme/data/stereo/secchi/L0/a/img/cor2/20111013/20111013_155400_d4c2A.fts	*
927	2011-10-14	09:54:00	2011-10-14	10:54:57	315	45	*	*	*	*	*	*	*	2011-10-14 09:54:00	2011-10-14 10:54:57	2011-10-14 08:54:00	2011-10-14 09:54:57	2011-10-14 07:54:00	2011-10-14 08:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111014/20111014_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111014/20111014_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111014/20111014_075400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111014/20111014_085400_d4c2B.fts
928	2011-10-14	12:54:00	2011-10-14	12:54:57	270	90	*	*	*	*	*	*	*	2011-10-14 12:54:00	2011-10-14 12:54:57	2011-10-14 11:54:00	2011-10-14 11:54:57	2011-10-14 10:54:00	2011-10-14 10:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111014/20111014_115400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111014/20111014_115400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111014/20111014_105400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111014/20111014_105400_d4c2B.fts
929	2011-10-14	20:54:00	2011-10-14	21:54:57	315	0	*	*	*	*	*	*	*	2011-10-14 20:54:00	2011-10-14 21:54:57	2011-10-14 19:54:00	2011-10-14 20:54:57	2011-10-14 18:54:00	2011-10-14 19:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111014/20111014_195400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111014/20111014_205400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111014/20111014_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111014/20111014_195400_d4c2B.fts
930	2011-10-15	06:54:00	2011-10-15	07:54:57	270/45	90	*	*	*	*	*	*	*	2011-10-15 06:54:00	2011-10-15 07:54:57	2011-10-15 05:54:00	2011-10-15 06:54:57	2011-10-15 04:54:00	2011-10-15 05:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111015/20111015_055400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111015/20111015_065400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111015/20111015_045400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111015/20111015_055400_d4c2B.fts
931	2011-10-15	09:54:00	2011-10-15	10:54:57	315	45	*	*	*	*	*	*	*	2011-10-15 09:54:00	2011-10-15 10:54:57	2011-10-15 08:54:00	2011-10-15 09:54:57	2011-10-15 07:54:00	2011-10-15 08:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111015/20111015_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111015/20111015_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111015/20111015_075400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111015/20111015_085400_d4c2B.fts
932	2011-10-16	17:54:00	2011-10-16	19:54:57	45	0	*	*	*	*	*	*	*	2011-10-16 17:54:00	2011-10-16 19:54:57	2011-10-16 16:54:00	2011-10-16 18:54:57	2011-10-16 15:54:00	2011-10-16 17:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111016/20111016_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111016/20111016_185400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111016/20111016_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111016/20111016_175400_d4c2B.fts
933	2011-10-17	12:54:00	2011-10-17	10:54:57	135	225	*	*	*	*	*	*	*	2011-10-17 12:54:00	2011-10-17 10:54:57	2011-10-17 11:54:00	2011-10-17 09:54:57	2011-10-17 10:54:00	2011-10-17 08:54:57	/gehme/data/stereo/secchi/L0/a/img/cor2/20111017/20111017_115400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111017/20111017_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111017/20111017_105400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111017/20111017_085400_d4c2B.fts
934	2011-10-18	09:54:00	2011-10-18	11:54:58	180	180	*	*	*	*	*	*	*	2011-10-18 09:54:00	2011-10-18 11:54:58	2011-10-18 08:54:00	2011-10-18 10:54:58	2011-10-18 07:54:00	2011-10-18 09:54:58	/gehme/data/stereo/secchi/L0/a/img/cor2/20111018/20111018_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111018/20111018_105400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111018/20111018_075400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111018/20111018_095400_d4c2B.fts
935	2011-10-19	13:24:00	2011-10-19	13:54:58	315	45	*	*	*	*	*	*	*	2011-10-19 13:24:00	2011-10-19 13:54:58	2011-10-19 12:24:00	2011-10-19 12:54:58	2011-10-19 11:24:00	2011-10-19 11:54:58	/gehme/data/stereo/secchi/L0/a/img/cor2/20111019/20111019_122400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111019/20111019_125400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111019/20111019_113900_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111019/20111019_115400_d4c2B.fts
936	2011-10-20	04:54:00	2011-10-20	04:54:58	315	45	*	*	*	*	*	*	*	2011-10-20 04:54:00	2011-10-20 04:54:58	2011-10-20 03:54:00	2011-10-20 03:54:58	2011-10-20 02:54:00	2011-10-20 02:54:58	/gehme/data/stereo/secchi/L0/a/img/cor2/20111020/20111020_035400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111020/20111020_035400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20111020/20111020_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20111020/20111020_025400_d4c2B.fts
