no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download_c2	pre_b_1h_download_c2	pre_a_2h_download_c2	pre_b_2h_download_c2
1012	2011-11-28	20:54:00	2011-11-28	22:54:59	90	270	*	*	*	*	*	*	*	2011-11-28 20:54:00	2011-11-28 22:54:59	2011-11-28 19:54:00	2011-11-28 21:54:59	2011-11-28 18:54:00	2011-11-28 20:54:59	/gehme/data/soho/lasco/level_05/c2/20111128/22395981.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22395996.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22395976.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22395986.fts
1013	2011-11-29	23:54:00	2011-11-29	00:54:59	225	135	*	*	*	*	*	*	*	2011-11-29 23:54:00	2011-11-29 00:54:59	2011-11-29 22:54:00	2011-11-28 23:54:59	2011-11-29 21:54:00	2011-11-28 22:54:59	/gehme/data/soho/lasco/level_05/c2/20111129/22396121.fts	/gehme/data/soho/lasco/level_05/c2/20111129/22396004.fts	/gehme/data/soho/lasco/level_05/c2/20111129/22396117.fts	/gehme/data/soho/lasco/level_05/c2/20111128/22396000.fts
1014	2011-11-30	22:54:00	2011-11-30	22:54:58	45/225	315/135	*	*	*	*	*	*	*	2011-11-30 22:54:00	2011-11-30 22:54:58	2011-11-30 21:54:00	2011-11-30 21:54:58	2011-11-30 20:54:00	2011-11-30 20:54:58	/gehme/data/soho/lasco/level_05/c2/20111130/22396241.fts	/gehme/data/soho/lasco/level_05/c2/20111130/22396242.fts	/gehme/data/soho/lasco/level_05/c2/20111130/22396232.fts	/gehme/data/soho/lasco/level_05/c2/20111130/22396232.fts
1015	2011-12-01	10:54:00	2011-12-01	11:54:58	45	315	*	*	*	*	*	*	*	2011-12-01 10:54:00	2011-12-01 11:54:58	2011-12-01 09:54:00	2011-12-01 10:54:58	2011-12-01 08:54:00	2011-12-01 09:54:58	/gehme/data/soho/lasco/level_05/c2/20111201/22396301.fts	/gehme/data/soho/lasco/level_05/c2/20111201/22396307.fts	/gehme/data/soho/lasco/level_05/c2/20111201/22396294.fts	/gehme/data/soho/lasco/level_05/c2/20111201/22396302.fts
1016	2011-12-02	12:54:00	2011-12-02	14:54:58	225	135	*	*	*	*	*	*	*	2011-12-02 12:54:00	2011-12-02 14:54:58	2011-12-02 11:54:00	2011-12-02 13:54:58	2011-12-02 10:54:00	2011-12-02 12:54:58	/gehme/data/soho/lasco/level_05/c2/20111202/22396434.fts	/gehme/data/soho/lasco/level_05/c2/20111202/22396443.fts	/gehme/data/soho/lasco/level_05/c2/20111202/22396429.fts	/gehme/data/soho/lasco/level_05/c2/20111202/22396439.fts
1017	2011-12-02	19:54:00	2011-12-02	20:54:58	0	0	*	*	*	*	*	*	*	2011-12-02 19:54:00	2011-12-02 20:54:58	2011-12-02 18:54:00	2011-12-02 19:54:58	2011-12-02 17:54:00	2011-12-02 18:54:58	/gehme/data/soho/lasco/level_05/c2/20111202/22396469.fts	/gehme/data/soho/lasco/level_05/c2/20111202/22396475.fts	/gehme/data/soho/lasco/level_05/c2/20111202/22396464.fts	/gehme/data/soho/lasco/level_05/c2/20111202/22396470.fts
1018	2011-12-03	08:54:00	2011-12-03	08:54:58	225	135	*	*	*	*	*	*	*	2011-12-03 08:54:00	2011-12-03 08:54:58	2011-12-03 07:54:00	2011-12-03 07:54:58	2011-12-03 06:54:00	2011-12-03 06:54:58	/gehme/data/soho/lasco/level_05/c2/20111203/22396536.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396537.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396531.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396532.fts
1019	2011-12-03	12:54:00	2011-12-03	12:54:58	315/45	45	*	*	*	*	*	*	*	2011-12-03 12:54:00	2011-12-03 12:54:58	2011-12-03 11:54:00	2011-12-03 11:54:58	2011-12-03 10:54:00	2011-12-03 10:54:58	/gehme/data/soho/lasco/level_05/c2/20111203/22396558.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396559.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396553.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396554.fts
1020	2011-12-03	17:54:00	2011-12-03	17:54:58	315	45	*	*	*	*	*	*	*	2011-12-03 17:54:00	2011-12-03 17:54:58	2011-12-03 16:54:00	2011-12-03 16:54:58	2011-12-03 15:54:00	2011-12-03 15:54:58	/gehme/data/soho/lasco/level_05/c2/20111203/22396580.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396581.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396575.fts	/gehme/data/soho/lasco/level_05/c2/20111203/22396576.fts
1021	2011-12-04	20:54:00	2011-12-04	20:54:58	45	45	*	*	*	*	*	*	*	2011-12-04 20:54:00	2011-12-04 20:54:58	2011-12-04 19:54:00	2011-12-04 19:54:58	2011-12-04 18:54:00	2011-12-04 18:54:58	/gehme/data/soho/lasco/level_05/c2/20111204/22396719.fts	/gehme/data/soho/lasco/level_05/c2/20111204/22396720.fts	/gehme/data/soho/lasco/level_05/c2/20111204/22396714.fts	/gehme/data/soho/lasco/level_05/c2/20111204/22396715.fts
1022	2011-12-05	20:54:00	2011-12-05	20:54:58	180	225	*	*	*	*	*	*	*	2011-12-05 20:54:00	2011-12-05 20:54:58	2011-12-05 19:54:00	2011-12-05 19:54:58	2011-12-05 18:54:00	2011-12-05 18:54:58	/gehme/data/soho/lasco/level_05/c2/20111205/22396840.fts	/gehme/data/soho/lasco/level_05/c2/20111205/22396841.fts	/gehme/data/soho/lasco/level_05/c2/20111205/22396835.fts	/gehme/data/soho/lasco/level_05/c2/20111205/22396836.fts
1023	2011-12-06	10:54:00	2011-12-06	10:54:58	315	45	*	*	*	*	*	*	*	2011-12-06 10:54:00	2011-12-06 10:54:58	2011-12-06 09:54:00	2011-12-06 09:54:58	2011-12-06 08:54:00	2011-12-06 08:54:58	/gehme/data/soho/lasco/level_05/c2/20111206/22396904.fts	/gehme/data/soho/lasco/level_05/c2/20111206/22396905.fts	/gehme/data/soho/lasco/level_05/c2/20111206/22396900.fts	/gehme/data/soho/lasco/level_05/c2/20111206/22396900.fts
1024	2011-12-07	05:54:00	2011-12-07	05:54:58	315	45	*	*	*	*	*	*	*	2011-12-07 05:54:00	2011-12-07 05:54:58	2011-12-07 04:54:00	2011-12-07 04:54:58	2011-12-07 03:54:00	2011-12-07 03:54:58	/gehme/data/soho/lasco/level_05/c2/20111207/22396998.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22396999.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22396993.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22396994.fts
1025	2011-12-07	09:54:00	2011-12-07	09:54:58	270	90	*	*	*	*	*	*	*	2011-12-07 09:54:00	2011-12-07 09:54:58	2011-12-07 08:54:00	2011-12-07 08:54:58	2011-12-07 07:54:00	2011-12-07 07:54:58	/gehme/data/soho/lasco/level_05/c2/20111207/22397018.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22397018.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22397013.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22397014.fts
1026	2011-12-07	19:54:00	2011-12-07	19:54:58	270	90	*	*	*	*	*	*	*	2011-12-07 19:54:00	2011-12-07 19:54:58	2011-12-07 18:54:00	2011-12-07 18:54:58	2011-12-07 17:54:00	2011-12-07 17:54:58	/gehme/data/soho/lasco/level_05/c2/20111207/22397070.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22397071.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22397065.fts	/gehme/data/soho/lasco/level_05/c2/20111207/22397066.fts
1027	2011-12-08	12:54:00	2011-12-08	16:54:58	180	225	*	*	*	*	*	*	*	2011-12-08 12:54:00	2011-12-08 16:54:58	2011-12-08 11:54:00	2011-12-08 15:54:58	2011-12-08 10:54:00	2011-12-08 14:54:58	/gehme/data/soho/lasco/level_05/c2/20111208/22397159.fts	/gehme/data/soho/lasco/level_05/c2/20111208/22397180.fts	/gehme/data/soho/lasco/level_05/c2/20111208/22397154.fts	/gehme/data/soho/lasco/level_05/c2/20111208/22397172.fts
1028	2011-12-08	19:54:00	2011-12-08	19:54:58	315	90	*	*	*	*	*	*	*	2011-12-08 19:54:00	2011-12-08 19:54:58	2011-12-08 18:54:00	2011-12-08 18:54:58	2011-12-08 17:54:00	2011-12-08 17:54:58	/gehme/data/soho/lasco/level_05/c2/20111208/22397194.fts	/gehme/data/soho/lasco/level_05/c2/20111208/22397195.fts	/gehme/data/soho/lasco/level_05/c2/20111208/22397189.fts	/gehme/data/soho/lasco/level_05/c2/20111208/22397190.fts
1029	2011-12-09	09:54:00	2011-12-09	09:54:58	225	315/135	*	*	*	*	*	*	*	2011-12-09 09:54:00	2011-12-09 09:54:58	2011-12-09 08:54:00	2011-12-09 08:54:58	2011-12-09 07:54:00	2011-12-09 07:54:58	/gehme/data/soho/lasco/level_05/c2/20111209/22397265.fts	/gehme/data/soho/lasco/level_05/c2/20111209/22397265.fts	/gehme/data/soho/lasco/level_05/c2/20111209/22397259.fts	/gehme/data/soho/lasco/level_05/c2/20111209/22397261.fts
1030	2011-12-09	12:54:00	2011-12-09	13:54:58	270	90	*	*	*	*	*	*	*	2011-12-09 12:54:00	2011-12-09 13:54:58	2011-12-09 11:54:00	2011-12-09 12:54:58	2011-12-09 10:54:00	2011-12-09 11:54:58	/gehme/data/soho/lasco/level_05/c2/20111209/22397282.fts	/gehme/data/soho/lasco/level_05/c2/20111209/22397287.fts	/gehme/data/soho/lasco/level_05/c2/20111209/22397277.fts	/gehme/data/soho/lasco/level_05/c2/20111209/22397283.fts
1031	2011-12-10	12:54:00	2011-12-10	12:54:58	0	0	*	*	*	*	*	*	*	2011-12-10 12:54:00	2011-12-10 12:54:58	2011-12-10 11:54:00	2011-12-10 11:54:58	2011-12-10 10:54:00	2011-12-10 10:54:58	/gehme/data/soho/lasco/level_05/c2/20111210/22397365.fts	/gehme/data/soho/lasco/level_05/c2/20111210/22397366.fts	/gehme/data/soho/lasco/level_05/c2/20111210/22397360.fts	/gehme/data/soho/lasco/level_05/c2/20111210/22397361.fts
1032	2011-12-10	20:54:00	2011-12-10	20:54:57	270/45	45	*	*	*	*	*	*	*	2011-12-10 20:54:00	2011-12-10 20:54:57	2011-12-10 19:54:00	2011-12-10 19:54:57	2011-12-10 18:54:00	2011-12-10 18:54:57	/gehme/data/soho/lasco/level_05/c2/20111210/22397405.fts	/gehme/data/soho/lasco/level_05/c2/20111210/22397406.fts	/gehme/data/soho/lasco/level_05/c2/20111210/22397400.fts	/gehme/data/soho/lasco/level_05/c2/20111210/22397401.fts
1033	2011-12-11	05:54:00	2011-12-11	06:54:57	270	90	*	*	*	*	*	*	*	2011-12-11 05:54:00	2011-12-11 06:54:57	2011-12-11 04:54:00	2011-12-11 05:54:57	2011-12-11 03:54:00	2011-12-11 04:54:57	/gehme/data/soho/lasco/level_05/c2/20111211/22397452.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397458.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397447.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397453.fts
1034	2011-12-11	08:54:00	2011-12-11	08:54:57	45	315	*	*	*	*	*	*	*	2011-12-11 08:54:00	2011-12-11 08:54:57	2011-12-11 07:54:00	2011-12-11 07:54:57	2011-12-11 06:54:00	2011-12-11 06:54:57	/gehme/data/soho/lasco/level_05/c2/20111211/22397467.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397468.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397462.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397463.fts
1035	2011-12-11	13:54:00	2011-12-11	13:54:57	0	45	*	*	*	*	*	*	*	2011-12-11 13:54:00	2011-12-11 13:54:57	2011-12-11 12:54:00	2011-12-11 12:54:57	2011-12-11 11:54:00	2011-12-11 11:54:57	/gehme/data/soho/lasco/level_05/c2/20111211/22397494.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397494.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397489.fts	/gehme/data/soho/lasco/level_05/c2/20111211/22397490.fts
1036	2011-12-12	20:54:00	2011-12-12	20:54:57	315	45	*	*	*	*	*	*	*	2011-12-12 20:54:00	2011-12-12 20:54:57	2011-12-12 19:54:00	2011-12-12 19:54:57	2011-12-12 18:54:00	2011-12-12 18:54:57	/gehme/data/soho/lasco/level_05/c2/20111212/22397653.fts	/gehme/data/soho/lasco/level_05/c2/20111212/22397654.fts	/gehme/data/soho/lasco/level_05/c2/20111212/22397648.fts	/gehme/data/soho/lasco/level_05/c2/20111212/22397649.fts
1037	2011-12-13	02:54:00	2011-12-13	04:54:57	135	225	*	*	*	*	*	*	*	2011-12-13 02:54:00	2011-12-13 04:54:57	2011-12-13 01:54:00	2011-12-13 03:54:57	2011-12-13 00:54:00	2011-12-13 02:54:57	/gehme/data/soho/lasco/level_05/c2/20111213/22397683.fts	/gehme/data/soho/lasco/level_05/c2/20111213/22397696.fts	/gehme/data/soho/lasco/level_05/c2/20111213/22397680.fts	/gehme/data/soho/lasco/level_05/c2/20111213/22397688.fts
1038	2011-12-14	06:54:00	2011-12-14	08:54:57	135	135/225	*	*	*	*	*	*	*	2011-12-14 06:54:00	2011-12-14 08:54:57	2011-12-14 05:54:00	2011-12-14 07:54:57	2011-12-14 04:54:00	2011-12-14 06:54:57	/gehme/data/soho/lasco/level_05/c2/20111214/22397826.fts	/gehme/data/soho/lasco/level_05/c2/20111214/22397835.fts	/gehme/data/soho/lasco/level_05/c2/20111214/22397821.fts	/gehme/data/soho/lasco/level_05/c2/20111214/22397831.fts
1039	2011-12-14	11:54:00	2011-12-14	*	90	*	*	*	*	*	*	*	*	2011-12-14 11:54:00		2011-12-14 10:54:00	NaT	2011-12-14 09:54:00	NaT	/gehme/data/soho/lasco/level_05/c2/20111214/22397849.fts	*	/gehme/data/soho/lasco/level_05/c2/20111214/22397844.fts	*
1040	2011-12-14	15:54:00	2011-12-14	16:54:57	315	45	*	*	*	*	*	*	*	2011-12-14 15:54:00	2011-12-14 16:54:57	2011-12-14 14:54:00	2011-12-14 15:54:57	2011-12-14 13:54:00	2011-12-14 14:54:57	/gehme/data/soho/lasco/level_05/c2/20111214/22397864.fts	/gehme/data/soho/lasco/level_05/c2/20111214/22397872.fts	/gehme/data/soho/lasco/level_05/c2/20111214/22397860.fts	/gehme/data/soho/lasco/level_05/c2/20111214/22397868.fts
1041	2011-12-15	06:54:00	2011-12-15	09:54:57	135	225	*	*	*	*	*	*	*	2011-12-15 06:54:00	2011-12-15 09:54:57	2011-12-15 05:54:00	2011-12-15 08:54:57	2011-12-15 04:54:00	2011-12-15 07:54:57	/gehme/data/soho/lasco/level_05/c2/20111215/22397931.fts	/gehme/data/soho/lasco/level_05/c2/20111215/22397946.fts	/gehme/data/soho/lasco/level_05/c2/20111215/22397927.fts	/gehme/data/soho/lasco/level_05/c2/20111215/22397939.fts
1042	2011-12-15	15:54:00	2011-12-15	17:54:57	45	315	*	*	*	*	*	*	*	2011-12-15 15:54:00	2011-12-15 17:54:57	2011-12-15 14:54:00	2011-12-15 16:54:57	2011-12-15 13:54:00	2011-12-15 15:54:57	/gehme/data/soho/lasco/level_05/c2/20111215/22397967.fts	/gehme/data/soho/lasco/level_05/c2/20111215/22397979.fts	/gehme/data/soho/lasco/level_05/c2/20111215/22397964.fts	/gehme/data/soho/lasco/level_05/c2/20111215/22397975.fts
1043	2011-12-16	04:54:00	2011-12-16	04:54:57	90/315	45	*	*	*	*	*	*	*	2011-12-16 04:54:00	2011-12-16 04:54:57	2011-12-16 03:54:00	2011-12-16 03:54:57	2011-12-16 02:54:00	2011-12-16 02:54:57	/gehme/data/soho/lasco/level_05/c2/20111216/22398042.fts	/gehme/data/soho/lasco/level_05/c2/20111216/22398042.fts	/gehme/data/soho/lasco/level_05/c2/20111216/22398033.fts	/gehme/data/soho/lasco/level_05/c2/20111216/22398033.fts
1044	2011-12-19	11:54:00	2011-12-19	13:54:56	0	0	*	*	*	*	*	*	*	2011-12-19 11:54:00	2011-12-19 13:54:56	2011-12-19 10:54:00	2011-12-19 12:54:56	2011-12-19 09:54:00	2011-12-19 11:54:56	/gehme/data/soho/lasco/level_05/c2/20111219/22398404.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398414.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398399.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398410.fts
1045	2011-12-19	13:54:00	2011-12-19	13:54:56	270	90	*	*	*	*	*	*	*	2011-12-19 13:54:00	2011-12-19 13:54:56	2011-12-19 12:54:00	2011-12-19 12:54:56	2011-12-19 11:54:00	2011-12-19 11:54:56	/gehme/data/soho/lasco/level_05/c2/20111219/22398414.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398414.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398409.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398410.fts
1046	2011-12-19	18:54:00	2011-12-19	19:54:56	315	45	*	*	*	*	*	*	*	2011-12-19 18:54:00	2011-12-19 19:54:56	2011-12-19 17:54:00	2011-12-19 18:54:56	2011-12-19 16:54:00	2011-12-19 17:54:56	/gehme/data/soho/lasco/level_05/c2/20111219/22398436.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398442.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398431.fts	/gehme/data/soho/lasco/level_05/c2/20111219/22398437.fts
1047	2011-12-20	02:54:00	2011-12-20	02:54:56	225	135	*	*	*	*	*	*	*	2011-12-20 02:54:00	2011-12-20 02:54:56	2011-12-20 01:54:00	2011-12-20 01:54:56	2011-12-20 00:54:00	2011-12-20 00:54:56	/gehme/data/soho/lasco/level_05/c2/20111220/22398476.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398477.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398473.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398473.fts
1048	2011-12-20	04:54:00	2011-12-20	04:54:56	90	270	*	*	*	*	*	*	*	2011-12-20 04:54:00	2011-12-20 04:54:56	2011-12-20 03:54:00	2011-12-20 03:54:56	2011-12-20 02:54:00	2011-12-20 02:54:56	/gehme/data/soho/lasco/level_05/c2/20111220/22398488.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398489.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398481.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398481.fts
1049	2011-12-20	08:54:00	2011-12-20	08:54:56	315	45	*	*	*	*	*	*	*	2011-12-20 08:54:00	2011-12-20 08:54:56	2011-12-20 07:54:00	2011-12-20 07:54:56	2011-12-20 06:54:00	2011-12-20 06:54:56	/gehme/data/soho/lasco/level_05/c2/20111220/22398508.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398509.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398503.fts	/gehme/data/soho/lasco/level_05/c2/20111220/22398504.fts
1050	2011-12-21	03:54:00	2011-12-21	03:54:56	225	135	*	*	*	*	*	*	*	2011-12-21 03:54:00	2011-12-21 03:54:56	2011-12-21 02:54:00	2011-12-21 02:54:56	2011-12-21 01:54:00	2011-12-21 01:54:56	/gehme/data/soho/lasco/level_05/c2/20111221/22398605.fts	/gehme/data/soho/lasco/level_05/c2/20111221/22398605.fts	/gehme/data/soho/lasco/level_05/c2/20111221/22398600.fts	/gehme/data/soho/lasco/level_05/c2/20111221/22398601.fts
1051	2011-12-21	16:54:00	2011-12-21	16:54:56	315	0	*	*	*	*	*	*	*	2011-12-21 16:54:00	2011-12-21 16:54:56	2011-12-21 15:54:00	2011-12-21 15:54:56	2011-12-21 14:54:00	2011-12-21 14:54:56	/gehme/data/soho/lasco/level_05/c2/20111221/22398673.fts	/gehme/data/soho/lasco/level_05/c2/20111221/22398673.fts	/gehme/data/soho/lasco/level_05/c2/20111221/22398667.fts	/gehme/data/soho/lasco/level_05/c2/20111221/22398667.fts
1052	2011-12-22	03:54:00	2011-12-22	04:54:56	90	270	*	*	*	*	*	*	*	2011-12-22 03:54:00	2011-12-22 04:54:56	2011-12-22 02:54:00	2011-12-22 03:54:56	2011-12-22 01:54:00	2011-12-22 02:54:56	/gehme/data/soho/lasco/level_05/c2/20111222/22398727.fts	/gehme/data/soho/lasco/level_05/c2/20111222/22398735.fts	/gehme/data/soho/lasco/level_05/c2/20111222/22398722.fts	/gehme/data/soho/lasco/level_05/c2/20111222/22398727.fts
1053	2011-12-23	03:54:00	2011-12-23	03:54:56	315/225	90	*	*	*	*	*	*	*	2011-12-23 03:54:00	2011-12-23 03:54:56	2011-12-23 02:54:00	2011-12-23 02:54:56	2011-12-23 01:54:00	2011-12-23 01:54:56	/gehme/data/soho/lasco/level_05/c2/20111223/22398848.fts	/gehme/data/soho/lasco/level_05/c2/20111223/22398848.fts	/gehme/data/soho/lasco/level_05/c2/20111223/22398846.fts	/gehme/data/soho/lasco/level_05/c2/20111223/22398846.fts
1054	2011-12-24	01:54:00	2011-12-24	03:54:56	225	180	*	*	*	*	*	*	*	2011-12-24 01:54:00	2011-12-24 03:54:56	2011-12-24 00:54:00	2011-12-24 02:54:56	2011-12-23 23:54:00	2011-12-24 01:54:56	/gehme/data/soho/lasco/level_05/c2/20111224/22398966.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398974.fts	/gehme/data/soho/lasco/level_05/c2/20111223/22398961.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398970.fts
1055	2011-12-24	02:54:00	2011-12-24	02:54:56	0/45	315	*	*	*	*	*	*	*	2011-12-24 02:54:00	2011-12-24 02:54:56	2011-12-24 01:54:00	2011-12-24 01:54:56	2011-12-24 00:54:00	2011-12-24 00:54:56	/gehme/data/soho/lasco/level_05/c2/20111224/22398969.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398970.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398966.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398966.fts
1056	2011-12-24	05:54:00	2011-12-24	05:54:56	315	45	*	*	*	*	*	*	*	2011-12-24 05:54:00	2011-12-24 05:54:56	2011-12-24 04:54:00	2011-12-24 04:54:56	2011-12-24 03:54:00	2011-12-24 03:54:56	/gehme/data/soho/lasco/level_05/c2/20111224/22398986.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398987.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398981.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22398982.fts
1057	2011-12-24	13:54:00	2011-12-24	*	45/90	*	*	*	*	*	*	*	*	2011-12-24 13:54:00		2011-12-24 12:54:00	NaT	2011-12-24 11:54:00	NaT	/gehme/data/soho/lasco/level_05/c2/20111224/22399028.fts	*	/gehme/data/soho/lasco/level_05/c2/20111224/22399023.fts	*
1058	2011-12-25	01:54:00	2011-12-25	01:54:55	45/90	315	*	*	*	*	*	*	*	2011-12-25 01:54:00	2011-12-25 01:54:55	2011-12-25 00:54:00	2011-12-25 00:54:55	2011-12-24 23:54:00	2011-12-24 23:54:55	/gehme/data/soho/lasco/level_05/c2/20111225/22399088.fts	/gehme/data/soho/lasco/level_05/c2/20111225/22399088.fts	/gehme/data/soho/lasco/level_05/c2/20111224/22399083.fts	/gehme/data/soho/lasco/level_05/c2/20111225/22399084.fts
1059	2011-12-25	18:54:00	2011-12-25	19:54:55	90	270	*	*	*	*	*	*	*	2011-12-25 18:54:00	2011-12-25 19:54:55	2011-12-25 17:54:00	2011-12-25 18:54:55	2011-12-25 16:54:00	2011-12-25 17:54:55	/gehme/data/soho/lasco/level_05/c2/20111225/22399175.fts	/gehme/data/soho/lasco/level_05/c2/20111225/22399181.fts	/gehme/data/soho/lasco/level_05/c2/20111225/22399170.fts	/gehme/data/soho/lasco/level_05/c2/20111225/22399176.fts
1060	2011-12-26	03:54:00	2011-12-26	*	90	*	*	*	*	*	*	*	*	2011-12-26 03:54:00		2011-12-26 02:54:00	NaT	2011-12-26 01:54:00	NaT	/gehme/data/soho/lasco/level_05/c2/20111226/22399220.fts	*	/gehme/data/soho/lasco/level_05/c2/20111226/22399215.fts	*
1061	2011-12-26	11:54:00	2011-12-26	12:54:55	45/90	270/315	*	*	*	*	*	*	*	2011-12-26 11:54:00	2011-12-26 12:54:55	2011-12-26 10:54:00	2011-12-26 11:54:55	2011-12-26 09:54:00	2011-12-26 10:54:55	/gehme/data/soho/lasco/level_05/c2/20111226/22399264.fts	/gehme/data/soho/lasco/level_05/c2/20111226/22399270.fts	/gehme/data/soho/lasco/level_05/c2/20111226/22399259.fts	/gehme/data/soho/lasco/level_05/c2/20111226/22399265.fts
1062	2011-12-26	21:54:00	2011-12-26	19:54:55	135	270	*	*	*	*	*	*	*	2011-12-26 21:54:00	2011-12-26 19:54:55	2011-12-26 20:54:00	2011-12-26 18:54:55	2011-12-26 19:54:00	2011-12-26 17:54:55	/gehme/data/soho/lasco/level_05/c2/20111226/22399314.fts	/gehme/data/soho/lasco/level_05/c2/20111226/22399305.fts	/gehme/data/soho/lasco/level_05/c2/20111226/22399309.fts	/gehme/data/soho/lasco/level_05/c2/20111226/22399300.fts
1063	2011-12-27	05:54:00	2011-12-27	05:54:55	0/135	270/315	*	*	*	*	*	*	*	2011-12-27 05:54:00	2011-12-27 05:54:55	2011-12-27 04:54:00	2011-12-27 04:54:55	2011-12-27 03:54:00	2011-12-27 03:54:55	/gehme/data/soho/lasco/level_05/c2/20111227/22399356.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399357.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399351.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399352.fts
1064	2011-12-27	10:54:00	2011-12-27	10:54:55	45	315	*	*	*	*	*	*	*	2011-12-27 10:54:00	2011-12-27 10:54:55	2011-12-27 09:54:00	2011-12-27 09:54:55	2011-12-27 08:54:00	2011-12-27 08:54:55	/gehme/data/soho/lasco/level_05/c2/20111227/22399383.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399384.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399376.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399376.fts
1065	2011-12-27	15:54:00	2011-12-27	18:54:55	90/225	135	*	*	*	*	*	*	*	2011-12-27 15:54:00	2011-12-27 18:54:55	2011-12-27 14:54:00	2011-12-27 17:54:55	2011-12-27 13:54:00	2011-12-27 16:54:55	/gehme/data/soho/lasco/level_05/c2/20111227/22399406.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399424.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399401.fts	/gehme/data/soho/lasco/level_05/c2/20111227/22399419.fts
1066	2011-12-28	20:54:00	2011-12-28	21:54:55	135	225	*	*	*	*	*	*	*	2011-12-28 20:54:00	2011-12-28 21:54:55	2011-12-28 19:54:00	2011-12-28 20:54:55	2011-12-28 18:54:00	2011-12-28 19:54:55	/gehme/data/soho/lasco/level_05/c2/20111228/22399554.fts	/gehme/data/soho/lasco/level_05/c2/20111228/22399559.fts	/gehme/data/soho/lasco/level_05/c2/20111228/22399549.fts	/gehme/data/soho/lasco/level_05/c2/20111228/22399555.fts
