no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h
934	2011-10-18	09:54:00	2011-10-18	11:54:58	180	180	*	*	*	*	*	*	*	2011-10-18 09:54:00	2011-10-18 11:54:58	2011-10-18 08:54:00	2011-10-18 10:54:58	2011-10-18 07:54:00	2011-10-18 09:54:58
935	2011-10-19	13:24:00	2011-10-19	13:54:58	315	45	*	*	*	*	*	*	*	2011-10-19 13:24:00	2011-10-19 13:54:58	2011-10-19 12:24:00	2011-10-19 12:54:58	2011-10-19 11:24:00	2011-10-19 11:54:58
936	2011-10-20	04:54:00	2011-10-20	04:54:58	315	45	*	*	*	*	*	*	*	2011-10-20 04:54:00	2011-10-20 04:54:58	2011-10-20 03:54:00	2011-10-20 03:54:58	2011-10-20 02:54:00	2011-10-20 02:54:58
937	2011-10-20	15:54:00	2011-10-20	15:54:58	315	45	*	*	*	*	*	*	*	2011-10-20 15:54:00	2011-10-20 15:54:58	2011-10-20 14:54:00	2011-10-20 14:54:58	2011-10-20 13:54:00	2011-10-20 13:54:58
938	2011-10-21	09:54:00	2011-10-21	09:54:58	315	45	*	*	*	*	*	*	*	2011-10-21 09:54:00	2011-10-21 09:54:58	2011-10-21 08:54:00	2011-10-21 08:54:58	2011-10-21 07:54:00	2011-10-21 07:54:58
939	2011-10-21	14:54:00	2011-10-21	21:54:58	135	225	*	*	*	*	*	*	*	2011-10-21 14:54:00	2011-10-21 21:54:58	2011-10-21 13:54:00	2011-10-21 20:54:58	2011-10-21 12:54:00	2011-10-21 19:54:58
940	2011-10-22	00:24:00	2011-10-22	00:24:58	45	315/0	*	*	*	*	*	*	*	2011-10-22 00:24:00	2011-10-22 00:24:58	2011-10-21 23:24:00	2011-10-21 23:24:58	2011-10-21 22:24:00	2011-10-21 22:24:58
941	2011-10-22	10:54:00	2011-10-22	11:54:58	315/90	315/90	*	*	*	*	*	*	*	2011-10-22 10:54:00	2011-10-22 11:54:58	2011-10-22 09:54:00	2011-10-22 10:54:58	2011-10-22 08:54:00	2011-10-22 09:54:58
942	2011-10-22	19:54:00	2011-10-22	19:54:58	270/135	135/270	*	*	*	*	*	*	*	2011-10-22 19:54:00	2011-10-22 19:54:58	2011-10-22 18:54:00	2011-10-22 18:54:58	2011-10-22 17:54:00	2011-10-22 17:54:58
943	2011-10-22	21:54:00	2011-10-22	21:54:58	0	0	*	*	*	*	*	*	*	2011-10-22 21:54:00	2011-10-22 21:54:58	2011-10-22 20:54:00	2011-10-22 20:54:58	2011-10-22 19:54:00	2011-10-22 19:54:58
944	2011-10-23	01:54:00	2011-10-23	02:54:58	225	135	*	*	*	*	*	*	*	2011-10-23 01:54:00	2011-10-23 02:54:58	2011-10-23 00:54:00	2011-10-23 01:54:58	2011-10-22 23:54:00	2011-10-23 00:54:58
945	2011-10-23	14:54:00	2011-10-23	17:54:58	135	225	*	*	*	*	*	*	*	2011-10-23 14:54:00	2011-10-23 17:54:58	2011-10-23 13:54:00	2011-10-23 16:54:58	2011-10-23 12:54:00	2011-10-23 15:54:58
946	2011-10-24	00:54:00	2011-10-24	00:54:58	315	45	*	*	*	*	*	*	*	2011-10-24 00:54:00	2011-10-24 00:54:58	2011-10-23 23:54:00	2011-10-23 23:54:58	2011-10-23 22:54:00	2011-10-23 22:54:58
947	2011-10-24	04:54:00	2011-10-24	05:54:58	315	0	*	*	*	*	*	*	*	2011-10-24 04:54:00	2011-10-24 05:54:58	2011-10-24 03:54:00	2011-10-24 04:54:58	2011-10-24 02:54:00	2011-10-24 03:54:58
948	2011-10-25	13:54:00	2011-10-25	12:54:58	225	270	*	*	*	*	*	*	*	2011-10-25 13:54:00	2011-10-25 12:54:58	2011-10-25 12:54:00	2011-10-25 11:54:58	2011-10-25 11:54:00	2011-10-25 10:54:58
949	2011-10-26	*	2011-10-26	09:54:58	*	135	*	*	*	*	*	*	*		2011-10-26 09:54:58		2011-10-26 08:54:58		2011-10-26 07:54:58
950	2011-10-26	12:54:00	2011-10-26	11:54:58	90	270	*	*	*	*	*	*	*	2011-10-26 12:54:00	2011-10-26 11:54:58	2011-10-26 11:54:00	2011-10-26 10:54:58	2011-10-26 10:54:00	2011-10-26 09:54:58
951	2011-10-26	20:54:00	2011-10-26	21:54:58	225	135	*	*	*	*	*	*	*	2011-10-26 20:54:00	2011-10-26 21:54:58	2011-10-26 19:54:00	2011-10-26 20:54:58	2011-10-26 18:54:00	2011-10-26 19:54:58
952	2011-10-27	03:54:00	2011-10-27	04:54:58	225	135	*	*	*	*	*	*	*	2011-10-27 03:54:00	2011-10-27 04:54:58	2011-10-27 02:54:00	2011-10-27 03:54:58	2011-10-27 01:54:00	2011-10-27 02:54:58
953	2011-10-27	12:54:00	2011-10-27	12:54:58	45	315	*	*	*	*	*	*	*	2011-10-27 12:54:00	2011-10-27 12:54:58	2011-10-27 11:54:00	2011-10-27 11:54:58	2011-10-27 10:54:00	2011-10-27 10:54:58
954	2011-10-28	00:54:00	2011-10-28	01:54:58	225/315	135/45	*	*	*	*	*	*	*	2011-10-28 00:54:00	2011-10-28 01:54:58	2011-10-27 23:54:00	2011-10-28 00:54:58	2011-10-27 22:54:00	2011-10-27 23:54:58
955	2011-10-28	19:54:00	2011-10-28	20:54:59	315	45	*	*	*	*	*	*	*	2011-10-28 19:54:00	2011-10-28 20:54:59	2011-10-28 18:54:00	2011-10-28 19:54:59	2011-10-28 17:54:00	2011-10-28 18:54:59
956	2011-10-28	20:54:00	2011-10-28	22:54:59	90	315	*	*	*	*	*	*	*	2011-10-28 20:54:00	2011-10-28 22:54:59	2011-10-28 19:54:00	2011-10-28 21:54:59	2011-10-28 18:54:00	2011-10-28 20:54:59
957	2011-10-28	21:54:00	2011-10-28	21:54:59	225	135	*	*	*	*	*	*	*	2011-10-28 21:54:00	2011-10-28 21:54:59	2011-10-28 20:54:00	2011-10-28 20:54:59	2011-10-28 19:54:00	2011-10-28 19:54:59
958	2011-10-29	02:54:00	2011-10-29	03:54:59	90	315	*	*	*	*	*	*	*	2011-10-29 02:54:00	2011-10-29 03:54:59	2011-10-29 01:54:00	2011-10-29 02:54:59	2011-10-29 00:54:00	2011-10-29 01:54:59
959	2011-10-29	16:54:00	2011-10-29	17:54:59	315	45	*	*	*	*	*	*	*	2011-10-29 16:54:00	2011-10-29 17:54:59	2011-10-29 15:54:00	2011-10-29 16:54:59	2011-10-29 14:54:00	2011-10-29 15:54:59
960	2011-10-30	16:54:00	2011-10-30	17:54:59	270	90	*	*	*	*	*	*	*	2011-10-30 16:54:00	2011-10-30 17:54:59	2011-10-30 15:54:00	2011-10-30 16:54:59	2011-10-30 14:54:00	2011-10-30 15:54:59
961	2011-10-31	14:54:00	2011-10-31	15:54:59	270	90	*	*	*	*	*	*	*	2011-10-31 14:54:00	2011-10-31 15:54:59	2011-10-31 13:54:00	2011-10-31 14:54:59	2011-10-31 12:54:00	2011-10-31 13:54:59
962	2011-10-31	16:54:00	2011-10-31	17:54:59	45	315	*	*	*	*	*	*	*	2011-10-31 16:54:00	2011-10-31 17:54:59	2011-10-31 15:54:00	2011-10-31 16:54:59	2011-10-31 14:54:00	2011-10-31 15:54:59
963	2011-11-01	09:54:00	2011-11-01	11:54:59	45	315	*	*	*	*	*	*	*	2011-11-01 09:54:00	2011-11-01 11:54:59	2011-11-01 08:54:00	2011-11-01 10:54:59	2011-11-01 07:54:00	2011-11-01 09:54:59
964	2011-11-01	17:54:00	2011-11-01	17:54:59	45	315	*	*	*	*	*	*	*	2011-11-01 17:54:00	2011-11-01 17:54:59	2011-11-01 16:54:00	2011-11-01 16:54:59	2011-11-01 15:54:00	2011-11-01 15:54:59
965	2011-11-02	03:54:00	2011-11-02	04:54:59	45	315	*	*	*	*	*	*	*	2011-11-02 03:54:00	2011-11-02 04:54:59	2011-11-02 02:54:00	2011-11-02 03:54:59	2011-11-02 01:54:00	2011-11-02 02:54:59
966	2011-11-03	00:54:00	2011-11-03	01:54:59	0	0	*	*	*	*	*	*	*	2011-11-03 00:54:00	2011-11-03 01:54:59	2011-11-02 23:54:00	2011-11-03 00:54:59	2011-11-02 22:54:00	2011-11-02 23:54:59
967	2011-11-03	22:54:00	2011-11-03	22:54:59	270	90	*	*	*	*	*	*	*	2011-11-03 22:54:00	2011-11-03 22:54:59	2011-11-03 21:54:00	2011-11-03 21:54:59	2011-11-03 20:54:00	2011-11-03 20:54:59
968	2011-11-04	01:54:00	2011-11-04	02:54:59	270	90	*	*	*	*	*	*	*	2011-11-04 01:54:00	2011-11-04 02:54:59	2011-11-04 00:54:00	2011-11-04 01:54:59	2011-11-03 23:54:00	2011-11-04 00:54:59
969	2011-11-05	02:54:00	2011-11-05	03:54:59	45	315	*	*	*	*	*	*	*	2011-11-05 02:54:00	2011-11-05 03:54:59	2011-11-05 01:54:00	2011-11-05 02:54:59	2011-11-05 00:54:00	2011-11-05 01:54:59
970	2011-11-06	19:54:00	2011-11-06	19:54:59	270	90	*	*	*	*	*	*	*	2011-11-06 19:54:00	2011-11-06 19:54:59	2011-11-06 18:54:00	2011-11-06 18:54:59	2011-11-06 17:54:00	2011-11-06 17:54:59
971	2011-11-08	00:54:00	2011-11-08	00:54:59	45	315	*	*	*	*	*	*	*	2011-11-08 00:54:00	2011-11-08 00:54:59	2011-11-07 23:54:00	2011-11-07 23:54:59	2011-11-07 22:54:00	2011-11-07 22:54:59
972	2011-11-08	03:54:00	2011-11-08	04:54:59	270	90	*	*	*	*	*	*	*	2011-11-08 03:54:00	2011-11-08 04:54:59	2011-11-08 02:54:00	2011-11-08 03:54:59	2011-11-08 01:54:00	2011-11-08 02:54:59
973	2011-11-08	12:54:00	2011-11-08	14:54:59	0	45	*	*	*	*	*	*	*	2011-11-08 12:54:00	2011-11-08 14:54:59	2011-11-08 11:54:00	2011-11-08 13:54:59	2011-11-08 10:54:00	2011-11-08 12:54:59
974	2011-11-09	09:54:00	2011-11-09	09:54:59	135	225	*	*	*	*	*	*	*	2011-11-09 09:54:00	2011-11-09 09:54:59	2011-11-09 08:54:00	2011-11-09 08:54:59	2011-11-09 07:54:00	2011-11-09 07:54:59
975	2011-11-09	13:54:00	2011-11-09	13:54:59	45	315	*	*	*	*	*	*	*	2011-11-09 13:54:00	2011-11-09 13:54:59	2011-11-09 12:54:00	2011-11-09 12:54:59	2011-11-09 11:54:00	2011-11-09 11:54:59
976	2011-11-09	20:54:00	2011-11-09	22:54:59	0/45	0	*	*	*	*	*	*	*	2011-11-09 20:54:00	2011-11-09 22:54:59	2011-11-09 19:54:00	2011-11-09 21:54:59	2011-11-09 18:54:00	2011-11-09 20:54:59
977	2011-11-10	04:54:00	2011-11-10	04:54:59	315/90	90	*	*	*	*	*	*	*	2011-11-10 04:54:00	2011-11-10 04:54:59	2011-11-10 03:54:00	2011-11-10 03:54:59	2011-11-10 02:54:00	2011-11-10 02:54:59
978	2011-11-11	07:54:00	2011-11-11	08:54:59	135	225	*	*	*	*	*	*	*	2011-11-11 07:54:00	2011-11-11 08:54:59	2011-11-11 06:54:00	2011-11-11 07:54:59	2011-11-11 05:54:00	2011-11-11 06:54:59
979	2011-11-11	18:54:00	2011-11-11	*	90	*	*	*	*	*	*	*	*	2011-11-11 18:54:00		2011-11-11 17:54:00		2011-11-11 16:54:00	
980	2011-11-12	19:54:00	2011-11-12	20:54:59	360	360	*	*	*	*	*	*	*	2011-11-12 19:54:00	2011-11-12 20:54:59	2011-11-12 18:54:00	2011-11-12 19:54:59	2011-11-12 17:54:00	2011-11-12 18:54:59
981	2011-11-13	18:54:00	2011-11-13	18:54:59	270/315	45/90	*	*	*	*	*	*	*	2011-11-13 18:54:00	2011-11-13 18:54:59	2011-11-13 17:54:00	2011-11-13 17:54:59	2011-11-13 16:54:00	2011-11-13 16:54:59
982	2011-11-14	17:54:00	2011-11-14	18:54:59	0	315	*	*	*	*	*	*	*	2011-11-14 17:54:00	2011-11-14 18:54:59	2011-11-14 16:54:00	2011-11-14 17:54:59	2011-11-14 15:54:00	2011-11-14 16:54:59
983	2011-11-14	20:54:00	2011-11-14	21:54:59	135	225	*	*	*	*	*	*	*	2011-11-14 20:54:00	2011-11-14 21:54:59	2011-11-14 19:54:00	2011-11-14 20:54:59	2011-11-14 18:54:00	2011-11-14 19:54:59
984	2011-11-14	21:54:00	2011-11-14	21:54:59	315	45	*	*	*	*	*	*	*	2011-11-14 21:54:00	2011-11-14 21:54:59	2011-11-14 20:54:00	2011-11-14 20:54:59	2011-11-14 19:54:00	2011-11-14 19:54:59
985	2011-11-15	05:54:00	2011-11-15	06:54:59	270	90	*	*	*	*	*	*	*	2011-11-15 05:54:00	2011-11-15 06:54:59	2011-11-15 04:54:00	2011-11-15 05:54:59	2011-11-15 03:54:00	2011-11-15 04:54:59
986	2011-11-15	10:54:00	2011-11-15	10:54:59	45	315	*	*	*	*	*	*	*	2011-11-15 10:54:00	2011-11-15 10:54:59	2011-11-15 09:54:00	2011-11-15 09:54:59	2011-11-15 08:54:00	2011-11-15 08:54:59
987	2011-11-15	21:54:00	2011-11-15	02:54:59	180	225	*	*	*	*	*	*	*	2011-11-15 21:54:00	2011-11-15 02:54:59	2011-11-15 20:54:00	2011-11-15 01:54:59	2011-11-15 19:54:00	2011-11-15 00:54:59
988	2011-11-16	04:54:00	2011-11-16	04:54:59	45	0	*	*	*	*	*	*	*	2011-11-16 04:54:00	2011-11-16 04:54:59	2011-11-16 03:54:00	2011-11-16 03:54:59	2011-11-16 02:54:00	2011-11-16 02:54:59
989	2011-11-17	17:54:00	2011-11-17	19:54:59	135	225	*	*	*	*	*	*	*	2011-11-17 17:54:00	2011-11-17 19:54:59	2011-11-17 16:54:00	2011-11-17 18:54:59	2011-11-17 15:54:00	2011-11-17 17:54:59
990	2011-11-17	*	2011-11-17	21:54:59	*	360	*	*	*	*	*	*	*		2011-11-17 21:54:59		2011-11-17 20:54:59		2011-11-17 19:54:59
991	2011-11-17	*	2011-11-17	23:54:59	*	45	*	*	*	*	*	*	*		2011-11-17 23:54:59		2011-11-17 22:54:59		2011-11-17 21:54:59
992	2011-11-18	*	2011-11-18	03:54:59	*	0	*	*	*	*	*	*	*		2011-11-18 03:54:59		2011-11-18 02:54:59		2011-11-18 01:54:59
993	2011-11-18	12:54:00	2011-11-18	10:54:59	315	45	*	*	*	*	*	*	*	2011-11-18 12:54:00	2011-11-18 10:54:59	2011-11-18 11:54:00	2011-11-18 09:54:59	2011-11-18 10:54:00	2011-11-18 08:54:59
994	2011-11-18	19:54:00	2011-11-18	*	225	*	*	*	*	*	*	*	*	2011-11-18 19:54:00		2011-11-18 18:54:00		2011-11-18 17:54:00	
995	2011-11-19	03:54:00	2011-11-19	03:54:59	315/0	45	*	*	*	*	*	*	*	2011-11-19 03:54:00	2011-11-19 03:54:59	2011-11-19 02:54:00	2011-11-19 02:54:59	2011-11-19 01:54:00	2011-11-19 01:54:59
996	2011-11-19	11:54:00	2011-11-19	11:54:59	0	45	*	*	*	*	*	*	*	2011-11-19 11:54:00	2011-11-19 11:54:59	2011-11-19 10:54:00	2011-11-19 10:54:59	2011-11-19 09:54:00	2011-11-19 09:54:59
997	2011-11-20	16:54:00	2011-11-20	18:54:59	90	315	*	*	*	*	*	*	*	2011-11-20 16:54:00	2011-11-20 18:54:59	2011-11-20 15:54:00	2011-11-20 17:54:59	2011-11-20 14:54:00	2011-11-20 16:54:59
998	2011-11-20	22:54:00	2011-11-21	00:54:59	315	45	*	*	*	*	*	*	*	2011-11-20 22:54:00	2011-11-21 00:54:59	2011-11-20 21:54:00	2011-11-20 23:54:59	2011-11-20 20:54:00	2011-11-20 22:54:59
999	2011-11-21	16:54:00	2011-11-21	16:54:59	0	0	*	*	*	*	*	*	*	2011-11-21 16:54:00	2011-11-21 16:54:59	2011-11-21 15:54:00	2011-11-21 15:54:59	2011-11-21 14:54:00	2011-11-21 14:54:59
1000	2011-11-22	02:54:00	2011-11-22	02:54:59	0	45	*	*	*	*	*	*	*	2011-11-22 02:54:00	2011-11-22 02:54:59	2011-11-22 01:54:00	2011-11-22 01:54:59	2011-11-22 00:54:00	2011-11-22 00:54:59
1001	2011-11-22	07:54:00	2011-11-22	07:54:59	90	270	*	*	*	*	*	*	*	2011-11-22 07:54:00	2011-11-22 07:54:59	2011-11-22 06:54:00	2011-11-22 06:54:59	2011-11-22 05:54:00	2011-11-22 05:54:59
1002	2011-11-22	22:54:00	2011-11-22	22:54:59	45	0	*	*	*	*	*	*	*	2011-11-22 22:54:00	2011-11-22 22:54:59	2011-11-22 21:54:00	2011-11-22 21:54:59	2011-11-22 20:54:00	2011-11-22 20:54:59
1003	2011-11-23	01:54:00	2011-11-23	01:54:59	315	45	*	*	*	*	*	*	*	2011-11-23 01:54:00	2011-11-23 01:54:59	2011-11-23 00:54:00	2011-11-23 00:54:59	2011-11-22 23:54:00	2011-11-22 23:54:59
1004	2011-11-23	*	2011-11-23	09:54:59	*	45	*	*	*	*	*	*	*		2011-11-23 09:54:59		2011-11-23 08:54:59		2011-11-23 07:54:59
1005	2011-11-24	02:54:00	2011-11-24	02:54:59	360	360	*	*	*	*	*	*	*	2011-11-24 02:54:00	2011-11-24 02:54:59	2011-11-24 01:54:00	2011-11-24 01:54:59	2011-11-24 00:54:00	2011-11-24 00:54:59
1006	2011-11-25	02:54:00	2011-11-25	08:54:59	135/315	225/0	*	*	*	*	*	*	*	2011-11-25 02:54:00	2011-11-25 08:54:59	2011-11-25 01:54:00	2011-11-25 07:54:59	2011-11-25 00:54:00	2011-11-25 06:54:59
1007	2011-11-26	07:54:00	2011-11-26	07:54:59	90	315	*	*	*	*	*	*	*	2011-11-26 07:54:00	2011-11-26 07:54:59	2011-11-26 06:54:00	2011-11-26 06:54:59	2011-11-26 05:54:00	2011-11-26 05:54:59
1008	2011-11-27	11:54:00	2011-11-27	*	90	*	*	*	*	*	*	*	*	2011-11-27 11:54:00		2011-11-27 10:54:00		2011-11-27 09:54:00	
1009	2011-11-27	14:54:00	2011-11-27	14:54:59	270	90	*	*	*	*	*	*	*	2011-11-27 14:54:00	2011-11-27 14:54:59	2011-11-27 13:54:00	2011-11-27 13:54:59	2011-11-27 12:54:00	2011-11-27 12:54:59
1010	2011-11-27	22:54:00	2011-11-27	23:54:59	90	315	*	*	*	*	*	*	*	2011-11-27 22:54:00	2011-11-27 23:54:59	2011-11-27 21:54:00	2011-11-27 22:54:59	2011-11-27 20:54:00	2011-11-27 21:54:59
1011	2011-11-28	07:54:00	2011-11-28	07:54:59	0/90	315	*	*	*	*	*	*	*	2011-11-28 07:54:00	2011-11-28 07:54:59	2011-11-28 06:54:00	2011-11-28 06:54:59	2011-11-28 05:54:00	2011-11-28 05:54:59
1012	2011-11-28	20:54:00	2011-11-28	22:54:59	90	270	*	*	*	*	*	*	*	2011-11-28 20:54:00	2011-11-28 22:54:59	2011-11-28 19:54:00	2011-11-28 21:54:59	2011-11-28 18:54:00	2011-11-28 20:54:59
1013	2011-11-29	23:54:00	2011-11-29	00:54:59	225	135	*	*	*	*	*	*	*	2011-11-29 23:54:00	2011-11-29 00:54:59	2011-11-29 22:54:00	2011-11-28 23:54:59	2011-11-29 21:54:00	2011-11-28 22:54:59
1014	2011-11-30	22:54:00	2011-11-30	22:54:58	45/225	315/135	*	*	*	*	*	*	*	2011-11-30 22:54:00	2011-11-30 22:54:58	2011-11-30 21:54:00	2011-11-30 21:54:58	2011-11-30 20:54:00	2011-11-30 20:54:58
1015	2011-12-01	10:54:00	2011-12-01	11:54:58	45	315	*	*	*	*	*	*	*	2011-12-01 10:54:00	2011-12-01 11:54:58	2011-12-01 09:54:00	2011-12-01 10:54:58	2011-12-01 08:54:00	2011-12-01 09:54:58
1016	2011-12-02	12:54:00	2011-12-02	14:54:58	225	135	*	*	*	*	*	*	*	2011-12-02 12:54:00	2011-12-02 14:54:58	2011-12-02 11:54:00	2011-12-02 13:54:58	2011-12-02 10:54:00	2011-12-02 12:54:58
1017	2011-12-02	19:54:00	2011-12-02	20:54:58	0	0	*	*	*	*	*	*	*	2011-12-02 19:54:00	2011-12-02 20:54:58	2011-12-02 18:54:00	2011-12-02 19:54:58	2011-12-02 17:54:00	2011-12-02 18:54:58
1018	2011-12-03	08:54:00	2011-12-03	08:54:58	225	135	*	*	*	*	*	*	*	2011-12-03 08:54:00	2011-12-03 08:54:58	2011-12-03 07:54:00	2011-12-03 07:54:58	2011-12-03 06:54:00	2011-12-03 06:54:58
1019	2011-12-03	12:54:00	2011-12-03	12:54:58	315/45	45	*	*	*	*	*	*	*	2011-12-03 12:54:00	2011-12-03 12:54:58	2011-12-03 11:54:00	2011-12-03 11:54:58	2011-12-03 10:54:00	2011-12-03 10:54:58
1020	2011-12-03	17:54:00	2011-12-03	17:54:58	315	45	*	*	*	*	*	*	*	2011-12-03 17:54:00	2011-12-03 17:54:58	2011-12-03 16:54:00	2011-12-03 16:54:58	2011-12-03 15:54:00	2011-12-03 15:54:58
1021	2011-12-04	20:54:00	2011-12-04	20:54:58	45	45	*	*	*	*	*	*	*	2011-12-04 20:54:00	2011-12-04 20:54:58	2011-12-04 19:54:00	2011-12-04 19:54:58	2011-12-04 18:54:00	2011-12-04 18:54:58
1022	2011-12-05	20:54:00	2011-12-05	20:54:58	180	225	*	*	*	*	*	*	*	2011-12-05 20:54:00	2011-12-05 20:54:58	2011-12-05 19:54:00	2011-12-05 19:54:58	2011-12-05 18:54:00	2011-12-05 18:54:58
1023	2011-12-06	10:54:00	2011-12-06	10:54:58	315	45	*	*	*	*	*	*	*	2011-12-06 10:54:00	2011-12-06 10:54:58	2011-12-06 09:54:00	2011-12-06 09:54:58	2011-12-06 08:54:00	2011-12-06 08:54:58
1024	2011-12-07	05:54:00	2011-12-07	05:54:58	315	45	*	*	*	*	*	*	*	2011-12-07 05:54:00	2011-12-07 05:54:58	2011-12-07 04:54:00	2011-12-07 04:54:58	2011-12-07 03:54:00	2011-12-07 03:54:58
1025	2011-12-07	09:54:00	2011-12-07	09:54:58	270	90	*	*	*	*	*	*	*	2011-12-07 09:54:00	2011-12-07 09:54:58	2011-12-07 08:54:00	2011-12-07 08:54:58	2011-12-07 07:54:00	2011-12-07 07:54:58
1026	2011-12-07	19:54:00	2011-12-07	19:54:58	270	90	*	*	*	*	*	*	*	2011-12-07 19:54:00	2011-12-07 19:54:58	2011-12-07 18:54:00	2011-12-07 18:54:58	2011-12-07 17:54:00	2011-12-07 17:54:58
1027	2011-12-08	12:54:00	2011-12-08	16:54:58	180	225	*	*	*	*	*	*	*	2011-12-08 12:54:00	2011-12-08 16:54:58	2011-12-08 11:54:00	2011-12-08 15:54:58	2011-12-08 10:54:00	2011-12-08 14:54:58
1028	2011-12-08	19:54:00	2011-12-08	19:54:58	315	90	*	*	*	*	*	*	*	2011-12-08 19:54:00	2011-12-08 19:54:58	2011-12-08 18:54:00	2011-12-08 18:54:58	2011-12-08 17:54:00	2011-12-08 17:54:58
1029	2011-12-09	09:54:00	2011-12-09	09:54:58	225	315/135	*	*	*	*	*	*	*	2011-12-09 09:54:00	2011-12-09 09:54:58	2011-12-09 08:54:00	2011-12-09 08:54:58	2011-12-09 07:54:00	2011-12-09 07:54:58
1030	2011-12-09	12:54:00	2011-12-09	13:54:58	270	90	*	*	*	*	*	*	*	2011-12-09 12:54:00	2011-12-09 13:54:58	2011-12-09 11:54:00	2011-12-09 12:54:58	2011-12-09 10:54:00	2011-12-09 11:54:58
1031	2011-12-10	12:54:00	2011-12-10	12:54:58	0	0	*	*	*	*	*	*	*	2011-12-10 12:54:00	2011-12-10 12:54:58	2011-12-10 11:54:00	2011-12-10 11:54:58	2011-12-10 10:54:00	2011-12-10 10:54:58
1032	2011-12-10	20:54:00	2011-12-10	20:54:57	270/45	45	*	*	*	*	*	*	*	2011-12-10 20:54:00	2011-12-10 20:54:57	2011-12-10 19:54:00	2011-12-10 19:54:57	2011-12-10 18:54:00	2011-12-10 18:54:57
1033	2011-12-11	05:54:00	2011-12-11	06:54:57	270	90	*	*	*	*	*	*	*	2011-12-11 05:54:00	2011-12-11 06:54:57	2011-12-11 04:54:00	2011-12-11 05:54:57	2011-12-11 03:54:00	2011-12-11 04:54:57
1034	2011-12-11	08:54:00	2011-12-11	08:54:57	45	315	*	*	*	*	*	*	*	2011-12-11 08:54:00	2011-12-11 08:54:57	2011-12-11 07:54:00	2011-12-11 07:54:57	2011-12-11 06:54:00	2011-12-11 06:54:57
1035	2011-12-11	13:54:00	2011-12-11	13:54:57	0	45	*	*	*	*	*	*	*	2011-12-11 13:54:00	2011-12-11 13:54:57	2011-12-11 12:54:00	2011-12-11 12:54:57	2011-12-11 11:54:00	2011-12-11 11:54:57
1036	2011-12-12	20:54:00	2011-12-12	20:54:57	315	45	*	*	*	*	*	*	*	2011-12-12 20:54:00	2011-12-12 20:54:57	2011-12-12 19:54:00	2011-12-12 19:54:57	2011-12-12 18:54:00	2011-12-12 18:54:57
1037	2011-12-13	02:54:00	2011-12-13	04:54:57	135	225	*	*	*	*	*	*	*	2011-12-13 02:54:00	2011-12-13 04:54:57	2011-12-13 01:54:00	2011-12-13 03:54:57	2011-12-13 00:54:00	2011-12-13 02:54:57
1038	2011-12-14	06:54:00	2011-12-14	08:54:57	135	135/225	*	*	*	*	*	*	*	2011-12-14 06:54:00	2011-12-14 08:54:57	2011-12-14 05:54:00	2011-12-14 07:54:57	2011-12-14 04:54:00	2011-12-14 06:54:57
1039	2011-12-14	11:54:00	2011-12-14	*	90	*	*	*	*	*	*	*	*	2011-12-14 11:54:00		2011-12-14 10:54:00		2011-12-14 09:54:00	
1040	2011-12-14	15:54:00	2011-12-14	16:54:57	315	45	*	*	*	*	*	*	*	2011-12-14 15:54:00	2011-12-14 16:54:57	2011-12-14 14:54:00	2011-12-14 15:54:57	2011-12-14 13:54:00	2011-12-14 14:54:57
1041	2011-12-15	06:54:00	2011-12-15	09:54:57	135	225	*	*	*	*	*	*	*	2011-12-15 06:54:00	2011-12-15 09:54:57	2011-12-15 05:54:00	2011-12-15 08:54:57	2011-12-15 04:54:00	2011-12-15 07:54:57
1042	2011-12-15	15:54:00	2011-12-15	17:54:57	45	315	*	*	*	*	*	*	*	2011-12-15 15:54:00	2011-12-15 17:54:57	2011-12-15 14:54:00	2011-12-15 16:54:57	2011-12-15 13:54:00	2011-12-15 15:54:57
1043	2011-12-16	04:54:00	2011-12-16	04:54:57	90/315	45	*	*	*	*	*	*	*	2011-12-16 04:54:00	2011-12-16 04:54:57	2011-12-16 03:54:00	2011-12-16 03:54:57	2011-12-16 02:54:00	2011-12-16 02:54:57
1044	2011-12-19	11:54:00	2011-12-19	13:54:56	0	0	*	*	*	*	*	*	*	2011-12-19 11:54:00	2011-12-19 13:54:56	2011-12-19 10:54:00	2011-12-19 12:54:56	2011-12-19 09:54:00	2011-12-19 11:54:56
1045	2011-12-19	13:54:00	2011-12-19	13:54:56	270	90	*	*	*	*	*	*	*	2011-12-19 13:54:00	2011-12-19 13:54:56	2011-12-19 12:54:00	2011-12-19 12:54:56	2011-12-19 11:54:00	2011-12-19 11:54:56
1046	2011-12-19	18:54:00	2011-12-19	19:54:56	315	45	*	*	*	*	*	*	*	2011-12-19 18:54:00	2011-12-19 19:54:56	2011-12-19 17:54:00	2011-12-19 18:54:56	2011-12-19 16:54:00	2011-12-19 17:54:56
1047	2011-12-20	02:54:00	2011-12-20	02:54:56	225	135	*	*	*	*	*	*	*	2011-12-20 02:54:00	2011-12-20 02:54:56	2011-12-20 01:54:00	2011-12-20 01:54:56	2011-12-20 00:54:00	2011-12-20 00:54:56
